32.344, 6, 5, 4, 5
32.356, 6, 5, 4, 5
32.356, 6, 5, 4, 5
32.359, 7, 5, 3, 5
32.364, 7, 5, 3, 5
32.364, 7, 5, 3, 5
33.337, 7, 5, 2, 6
33.337, 7, 5, 2, 6
33.510, 7, 5, 2, 6
34.246, 7, 5, 2, 6
35.246, 7, 5, 2, 6
35.364, 7, 5, 2, 6
35.364, 7, 5, 2, 6
36.360, 7, 5, 2, 6
36.362, 8, 5, 1, 6
36.367, 8, 5, 1, 6
36.367, 8, 5, 1, 6
36.370, 9, 5, 0, 6
36.533, 9, 5, 0, 6
37.361, 9, 5, 0, 6
38.361, 9, 5, 0, 6
38.409, 9, 5, 0, 6
38.409, 9, 5, 0, 6
38.409, 9, 5, 0, 6
38.409, 9, 5, 0, 6
38.411, 9, 4, 0, 7
38.414, 9, 3, 0, 8
39.362, 9, 3, 0, 8
39.557, 9, 3, 0, 8
40.362, 9, 3, 0, 8
41.362, 9, 3, 0, 8
42.363, 9, 3, 0, 8
42.581, 9, 3, 0, 8
43.363, 9, 3, 0, 8
44.364, 9, 3, 0, 8
45.364, 9, 3, 0, 8
45.603, 9, 3, 0, 8
46.365, 9, 3, 0, 8
47.365, 9, 3, 0, 8
48.108, 9, 3, 0, 7
48.365, 9, 3, 0, 7
48.415, 9, 3, 0, 6
48.627, 9, 3, 0, 6
48.816, 9, 3, 0, 5
48.843, 9, 3, 0, 4
48.963, 9, 3, 0, 3
49.366, 9, 3, 0, 3
50.367, 9, 3, 0, 3
50.960, 9, 3, 0, 2
51.367, 9, 3, 0, 2
51.650, 9, 3, 0, 2
51.670, 9, 2, 0, 2
51.924, 8, 2, 0, 2
51.926, 7, 2, 0, 2
51.941, 6, 2, 0, 2
52.061, 6, 1, 0, 2
52.091, 5, 1, 0, 2
52.127, 4, 1, 0, 2
52.188, 4, 1, 0, 1
52.368, 4, 1, 0, 1
52.410, 3, 1, 0, 1
52.598, 3, 1, 0, 0
52.648, 3, 0, 0, 0
52.871, 2, 0, 0, 0
53.329, 1, 0, 0, 0
53.368, 1, 0, 0, 0
54.187, 0, 0, 0, 0
